track_id,user_id,skip_flag,genre,tempo,danceability,energy,valence,popularity,release_year,audio_path,spectrogram_path
track_00000,user_00071,1,rock,155.13516534115595,0.4388784397520523,0.8585979199113825,0.6973680290593639,20,1997,data/audio/track_00000.npy,data/spectrograms/track_00000.npy
track_00000,user_00078,1,rock,155.13516534115595,0.4388784397520523,0.8585979199113825,0.6973680290593639,20,1997,data/audio/track_00000.npy,data/spectrograms/track_00000.npy
track_00001,user_00088,0,rock,110.78778266558392,0.9267649888486018,0.6438651200806645,0.82276161327083,54,2008,data/audio/track_00001.npy,data/spectrograms/track_00001.npy
track_00002,user_00019,0,latin,139.48308390342714,0.7580877400853738,0.3545259681298683,0.9706980243949032,6,2008,data/audio/track_00002.npy,data/spectrograms/track_00002.npy
track_00002,user_00049,1,latin,139.48308390342714,0.7580877400853738,0.3545259681298683,0.9706980243949032,6,2008,data/audio/track_00002.npy,data/spectrograms/track_00002.npy
track_00003,user_00018,1,edm,145.13538485667002,0.7447621559078171,0.96750973243421,0.3258253581381519,4,2022,data/audio/track_00003.npy,data/spectrograms/track_00003.npy
track_00003,user_00068,1,edm,145.13538485667002,0.7447621559078171,0.96750973243421,0.3258253581381519,4,2022,data/audio/track_00003.npy,data/spectrograms/track_00003.npy
track_00004,user_00080,0,edm,143.67953941507614,0.4371519188723307,0.8326781960578374,0.7002651020022491,47,1997,data/audio/track_00004.npy,data/spectrograms/track_00004.npy
track_00005,user_00047,0,rnb,101.71609143232683,0.6824955039749755,0.1397524836093098,0.1999082024751083,80,1995,data/audio/track_00005.npy,data/spectrograms/track_00005.npy
track_00005,user_00070,0,rnb,101.71609143232683,0.6824955039749755,0.1397524836093098,0.1999082024751083,80,1995,data/audio/track_00005.npy,data/spectrograms/track_00005.npy
track_00006,user_00057,0,rnb,132.56153155481832,0.1397969981276574,0.1145300735359734,0.6684029617904717,65,2009,data/audio/track_00006.npy,data/spectrograms/track_00006.npy
track_00006,user_00063,0,rnb,132.56153155481832,0.1397969981276574,0.1145300735359734,0.6684029617904717,65,2009,data/audio/track_00006.npy,data/spectrograms/track_00006.npy
track_00007,user_00082,1,latin,103.43451078688734,0.0308178345679394,0.4367173892323623,0.2145846728195292,27,2007,data/audio/track_00007.npy,data/spectrograms/track_00007.npy
track_00007,user_00005,1,latin,103.43451078688734,0.0308178345679394,0.4367173892323623,0.2145846728195292,27,2007,data/audio/track_00007.npy,data/spectrograms/track_00007.npy
track_00008,user_00033,1,edm,142.81081661995844,0.5570321523412783,0.7838982091064135,0.6643135403273875,40,2007,data/audio/track_00008.npy,data/spectrograms/track_00008.npy
track_00008,user_00002,0,edm,142.81081661995844,0.5570321523412783,0.7838982091064135,0.6643135403273875,40,2007,data/audio/track_00008.npy,data/spectrograms/track_00008.npy
track_00009,user_00023,0,rock,120.8064953276526,0.1612717790336018,0.5010447751033635,0.1523121027131684,49,2015,data/audio/track_00009.npy,data/spectrograms/track_00009.npy
track_00010,user_00026,0,latin,109.79938716087295,0.087649919316101,0.1180059021205153,0.9618976645495144,30,2005,data/audio/track_00010.npy,data/spectrograms/track_00010.npy
track_00011,user_00070,1,rock,155.6625994362374,0.7168901891589956,0.4493615021437886,0.272241561845159,7,1997,data/audio/track_00011.npy,data/spectrograms/track_00011.npy
track_00011,user_00020,0,rock,155.6625994362374,0.7168901891589956,0.4493615021437886,0.272241561845159,7,1997,data/audio/track_00011.npy,data/spectrograms/track_00011.npy
track_00012,user_00009,1,edm,89.4450061233155,0.8566142840923755,0.7585195298352101,0.7194629559509368,66,2007,data/audio/track_00012.npy,data/spectrograms/track_00012.npy
track_00012,user_00064,0,edm,89.4450061233155,0.8566142840923755,0.7585195298352101,0.7194629559509368,66,2007,data/audio/track_00012.npy,data/spectrograms/track_00012.npy
